,AM.AD.1,AM.AD.2,AM.AD.3,AM.AD.4,DA.AD.1,DA.AD.1T,DA.AD.2,DA.AD.3,DA.AD.3T,DA.AD.4,ES.AD.1,ES.AD.2,ES.AD.3,ES.AD.4,FR.AD.1,FR.AD.2,FR.AD.3,FR.AD.4,FR.AD.5,FR.AD.6,FR.AD.7,FR.AD.8,IT.AD.1,IT.AD.2,IT.AD.3,IT.AD.4,IT.AD.5,IT.AD.6,JP.AD.1,JP.AD.2,JP.AD.3,JP.AD.4,JP.AD.5,JP.AD.6,JP.AD.7,JP.AD.8,JP.AD.9,JP.IN.1,JP.IN.2,JP.IN.3,JP.IN.4,MH0001,MH0002,MH0003,MH0004,MH0005,MH0006,MH0007,MH0008,MH0009,MH0010,MH0011,MH0012,MH0013,MH0014,MH0015,MH0016,MH0017,MH0018,MH0019,MH0020,MH0021,MH0022,MH0023,MH0024,MH0025,MH0026,MH0027,MH0028,MH0030,MH0031,MH0032,MH0033,MH0034,MH0035,MH0036,MH0037,MH0038,MH0039,MH0040,MH0041,MH0042,MH0043,MH0044,MH0045,MH0046,MH0047,MH0048,MH0049,MH0050,MH0051,MH0052,MH0053,MH0054,MH0055,MH0056,MH0057,MH0058,MH0059,MH0060,MH0061,MH0062,MH0063,MH0064,MH0065,MH0066,MH0067,MH0068,MH0069,MH0070,MH0071,MH0072,MH0073,MH0074,MH0075,MH0076,MH0077,MH0078,MH0079,MH0080,MH0081,MH0082,MH0083,MH0084,MH0085,MH0086,TS1_V2,TS10_V2,TS100_V2,TS101.2_V2,TS103_V2,TS104_V2,TS105_V2,TS106_V2,TS107_V2,TS109_V2,TS11_V2,TS110_V2,TS111_V2,TS115_V2,TS116_V2,TS117_V2,TS118_V2,TS119_V2,TS12_V2,TS120_V2,TS124_V2,TS125_V2,TS126_V2,TS127_V2,TS128_V2,TS129_V2,TS13_V2,TS130_V2,TS131_V2,TS132_V2,TS133_V2,TS134_V2,TS135_V2,TS136_V2,TS137_V2,TS138_V2,TS139_V2,TS14_V2,TS140_V2,TS141_V2,TS142_V2,TS143_V2,TS144_V2,TS145_V2,TS146_V2,TS147_V2,TS148_V2,TS149_V2,TS15_V2,TS150_V2,TS151_V2,TS152_V2,TS153_V2,TS154.2_V2,TS155_V2,TS156_V2,TS16_V2,TS160_V2,TS161_V2,TS162_V2,TS163_V2,TS164_V2,TS165_V2,TS166_V2,TS167_V2,TS168_V2,TS169_V2,TS17_V2,TS170_V2,TS178_V2,TS179_V2,TS180_V2,TS181_V2,TS182_V2,TS183_V2,TS184_V2,TS185_V2,TS186_V2,TS19_V2,TS190_V2,TS191_V2,TS192_V2,TS193_V2,TS194_V2,TS195_V2,TS2_V2,TS20_V2,TS21_V2,TS22_V2,TS23_V2,TS25_V2,TS26_V2,TS27_V2,TS28_V2,TS29_V2,TS3_V2,TS30_V2,TS31_V2,TS32_V2,TS33_V2,TS34_V2,TS35_V2,TS37_V2,TS38_V2,TS39_V2,TS4_V2,TS43_V2,TS44_V2,TS49_V2,TS5_V2,TS50_V2,TS51_V2,TS55_V2,TS56_V2,TS57_V2,TS6_V2,TS61_V2,TS62_V2,TS63_V2,TS64_V2,TS65_V2,TS66_V2,TS67_V2,TS68_V2,TS69_V2,TS7_V2,TS70_V2,TS71_V2,TS72_V2,TS73_V2,TS74_V2,TS75_V2,TS76_V2,TS77_V2,TS78_V2,TS8_V2,TS82_V2,TS83_V2,TS84_V2,TS85_V2,TS86_V2,TS87_V2,TS88_V2,TS89_V2,TS9_V2,TS90_V2,TS91_V2,TS92_V2,TS94_V2,TS95_V2,TS96_V2,TS97_V2,TS98_V2,TS99.2_V2
Bartonella,0,0,0,0,28,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,64,26,56,50,68,65,115,77,52,87,34,64,65,81,78,38,34,66,88,248,33,33,41,58,48,94,42,73,56,49,31,101,178,26,8,32,46,119,57,23,35,45,45,51,67,38,21,63,100,59,30,58,24,34,43,66,58,70,130,34,87,44,52,81,38,287,68,168,26,73,69,122,71,81,56,27,202,40,116,97,92,61,49,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beijerinckia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,12,18,19,23,18,19,39,7,33,32,12,30,31,16,10,10,20,17,45,10,9,16,15,10,25,6,15,16,12,10,17,35,10,8,8,17,33,18,6,12,13,13,27,35,16,15,28,60,31,18,34,10,12,21,20,25,52,27,19,40,16,14,47,6,78,16,31,13,7,16,61,33,29,18,8,64,11,27,17,49,15,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,4,0,3,0,0,0,0,0,0,41,89,82,79,62,113,88,108,190,39,148,150,58,136,138,51,45,34,69,87,144,41,42,81,53,50,131,30,37,72,41,42,50,96,42,36,28,93,170,116,28,48,56,46,107,123,75,68,152,396,133,79,214,41,68,57,101,98,302,108,123,140,71,48,347,28,165,74,71,66,39,58,201,116,140,65,39,241,48,109,65,284,51,91,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brucella,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,74,51,50,53,72,57,85,116,29,97,88,36,91,95,59,38,29,64,61,132,30,26,53,42,33,94,24,38,40,34,30,42,95,27,18,27,53,114,69,17,34,46,35,66,119,46,36,101,153,105,51,112,28,38,62,68,74,162,98,79,131,45,37,159,26,232,47,99,35,30,55,166,83,106,48,54,180,32,91,59,189,38,57,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylobacterium,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,108,278,222,221,155,279,211,325,470,99,398,381,144,331,389,140,113,83,171,252,439,95,99,205,153,121,313,83,89,177,123,103,113,233,103,89,62,241,405,319,61,116,134,114,272,368,183,167,395,1125,409,187,560,102,172,151,245,280,765,277,381,359,195,118,1072,71,487,169,166,159,66,137,590,296,353,165,137,646,134,259,155,792,120,231,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesorhizobium,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,31,29,21,37,32,42,63,13,50,49,21,52,48,19,17,10,25,32,59,14,15,29,19,17,46,12,13,26,16,16,17,37,15,13,11,35,67,38,10,19,18,14,36,47,29,20,56,122,56,26,68,14,24,25,37,36,94,45,46,52,24,18,119,9,94,24,31,22,16,19,87,43,50,24,13,92,16,37,25,98,17,29,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhizobium,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,255,203,195,171,284,196,250,477,103,377,389,140,395,355,166,128,86,196,217,474,108,104,203,150,130,333,90,119,180,118,110,147,321,107,83,93,218,460,257,72,130,149,120,278,341,203,134,388,795,428,219,486,109,167,179,265,271,702,327,324,411,180,135,742,78,679,180,290,163,107,146,616,327,327,172,99,733,118,306,204,664,145,229,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parvibaculum,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,50,30,31,23,48,34,41,73,16,65,60,23,54,57,24,20,15,39,42,106,17,15,27,29,18,51,15,23,29,18,16,23,45,17,13,15,40,90,42,12,23,22,19,43,69,31,21,59,137,69,43,78,18,27,25,44,45,114,74,47,84,29,20,152,10,149,26,54,23,16,21,122,49,57,25,16,136,17,58,30,111,26,38,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paracoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,62,45,46,37,59,45,55,96,22,86,84,33,72,89,30,26,15,39,44,95,22,24,43,49,25,75,17,21,34,24,22,28,57,22,18,18,47,93,60,14,27,27,20,59,91,40,32,88,201,98,39,112,23,41,29,56,58,160,61,81,75,41,27,206,14,126,36,42,34,16,32,138,69,73,35,23,153,23,65,39,147,24,36,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gluconacetobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,27,78,64,56,36,68,51,66,139,23,118,97,41,96,97,36,30,17,48,99,123,23,26,48,44,43,96,21,31,42,44,29,32,76,28,31,23,59,108,66,16,40,32,25,70,104,75,36,98,241,109,47,133,25,47,36,91,70,205,85,115,124,51,40,223,24,187,52,70,44,31,56,179,83,96,48,42,195,33,76,51,198,90,68,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granulibacter,0,0,0,0,0,0,0,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,50,29,29,24,45,34,44,73,17,64,64,22,76,63,34,25,11,34,45,87,15,18,27,27,21,59,16,27,25,21,17,24,64,15,11,17,34,92,44,12,25,27,26,44,57,29,20,56,96,81,29,58,14,28,32,47,38,95,82,43,83,31,20,119,17,183,32,61,26,25,44,110,64,74,31,16,137,18,60,45,100,32,37,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemella,0,3,4,0,0,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,116,276,73,54,62,69,187,153,67,116,68,183,95,128,48,40,43,46,84,197,34,37,93,39,61,109,66,87,124,60,45,86,255,19,9,39,47,197,85,32,76,72,85,48,70,70,28,61,218,193,69,96,35,42,18,90,85,149,93,154,156,131,128,161,48,85,104,284,29,102,178,35,102,216,132,173,368,95,239,187,141,51,80,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Azospirillum,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,128,77,67,49,92,67,75,161,34,127,129,46,122,111,46,36,22,63,68,176,31,31,60,56,30,110,30,36,52,34,30,37,82,28,25,27,67,159,97,19,40,42,26,73,144,52,51,109,272,165,53,159,32,52,51,87,89,250,112,137,138,59,46,272,22,263,62,84,46,19,55,221,103,123,51,47,256,31,100,56,205,30,63,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macrococcus,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,32,37,25,49,51,88,110,41,64,46,67,60,81,37,30,26,34,34,105,23,24,58,20,44,68,31,42,70,28,35,31,136,20,6,28,31,121,40,16,27,49,49,31,19,47,14,55,92,101,43,91,17,22,15,54,61,119,22,18,117,46,79,91,32,47,64,127,21,41,53,50,65,120,62,38,201,42,153,86,59,31,39,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnetospirillum,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,92,56,56,44,68,52,71,114,26,116,96,39,99,106,37,32,17,56,50,130,23,24,48,51,28,87,25,36,41,26,25,35,77,23,21,21,57,114,72,17,35,35,26,69,129,42,39,96,218,120,59,114,27,47,54,63,70,197,94,124,107,44,34,213,18,259,49,66,52,17,37,205,86,89,42,42,194,31,84,49,174,29,56,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodospirillum,0,0,0,0,6,8,0,0,0,7,0,5,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,88,40,43,33,68,40,57,94,23,98,80,34,95,84,44,26,18,52,51,163,20,20,42,50,29,75,29,40,36,25,22,29,80,19,18,22,49,130,62,15,30,31,24,57,123,40,33,86,173,144,38,102,22,37,40,58,66,150,103,96,106,44,34,194,20,297,39,84,38,19,36,223,86,88,40,23,203,25,77,55,169,31,52,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus,6,0,12,12,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,2,2,0,0,0,0,10,3,0,0,61,0,0,0,0,120,9,51,74,236,323,102,325,250,336,301,707,711,294,534,346,862,1113,483,272,180,207,258,215,826,198,204,456,337,319,501,364,380,609,255,227,403,985,112,29,221,208,733,273,133,185,281,329,196,179,339,107,313,680,691,319,882,149,185,98,350,448,831,332,113,931,494,519,588,278,291,606,1024,154,289,342,184,571,883,657,377,2007,322,1427,868,436,244,329,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,119,46,100,95,140,114,218,228,106,216,87,347,134,267,139,78,56,147,105,512,95,76,119,109,86,170,121,121,154,105,56,172,304,38,21,84,82,297,130,48,79,72,86,82,183,114,22,157,208,221,82,118,46,56,86,128,153,206,238,52,198,146,94,220,79,436,150,383,44,81,75,252,172,178,101,44,561,100,303,225,195,76,81,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelagibacter,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,2,16,24,27,15,42,62,21,72,28,71,49,38,30,21,12,25,17,103,21,18,30,27,24,43,50,31,51,22,20,37,93,5,3,22,17,66,65,8,16,21,17,12,28,27,2,23,55,54,26,27,15,12,9,29,43,44,40,6,58,88,41,56,42,41,49,69,12,23,8,24,59,67,34,21,155,34,58,93,57,11,17,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erythrobacter,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,38,42,26,50,38,45,98,17,65,69,25,72,63,22,26,12,29,43,84,20,18,32,27,22,57,11,22,30,20,19,20,39,20,15,14,37,78,45,12,21,25,20,47,70,35,20,65,169,114,35,87,19,27,35,43,47,131,49,65,75,29,20,143,10,111,32,42,26,16,27,113,61,55,28,24,134,18,51,33,119,22,35,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingobium,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,59,41,39,32,57,41,51,95,20,73,93,31,74,83,23,30,12,38,47,88,21,21,37,30,22,70,16,21,39,22,21,22,65,22,18,18,42,87,54,12,27,31,22,56,76,41,25,79,181,83,41,110,22,35,41,56,59,155,57,74,72,39,25,188,15,107,36,47,32,15,27,112,58,72,33,27,143,29,60,39,144,20,40,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
